#Table1
class,g,r,z
GALAXY,20.04749,19.75498,0.6883767
QSO,20.66857,19.95489,0.9644898
GALAXY,16.03738,15.89335,0
GALAXY,19.28668,18.54226,0
GALAXY,20.17442,19.79794,0
GALAXY,18.74905,17.82866,0
GALAXY,21.26304,20.30064,0.000218302
QSO,19.38497,18.69548,6.788311
GALAXY,20.26253,19.00913,0.1212948
QSO,21.5914,20.71021,1.808389
QSO,21.30777,20.27752,7.014154
QSO,21.82635,20.09919,0.2989859
QSO,20.19628,18.70661,7.000987
QSO,19.39075,18.34021,7.011245
GALAXY,20.62575,19.57415,0.4792747
GALAXY,20.98919,19.26912,0
QSO,21.86897,20.35132,0.1799669
GALAXY,21.13736,19.29139,0.9688588
QSO,21.57055,19.85833,1.047081
GALAXY,21.70249,20.11795,0.5883247
GALAXY,19.05436,17.86311,0.1815861
GALAXY,21.61848,19.29035,0.9830465
GALAXY,21.50875,19.6224,8.011141E-05
QSO,21.50875,19.6224,1.398531
QSO,21.67411,20.56005,1.052096
GALAXY,19.20386,17.44652,-7.02135E-05
QSO,20.9401,19.28661,1.065652
GALAXY,20.76321,19.18958,0.1195249
GALAXY,20.00511,18.19209,0.1095455
GALAXY,21.99708,20.00359,0.2785011
GALAXY,22.07542,19.98784,0
GALAXY,18.84892,17.78522,0
GALAXY,21.31679,19.79009,0.1495817
GALAXY,18.82047,17.33471,0
GALAXY,21.71782,19.47203,0
GALAXY,19.23825,18.17137,0.5697345
GALAXY,20.74011,19.09349,0.126261
GALAXY,20.99122,18.73198,0.6298705
QSO,23.37161,21.66445,2.776133
QSO,19.34697,19.00297,0.8881408
QSO,20.18212,19.95127,2.355408
QSO,20.65192,20.52991,0.6424714
QSO,20.16582,19.93626,2.841104
QSO,20.52649,20.48778,2.536202
QSO,20.37065,20.2063,2.865797
QSO,19.55557,20.06284,0.8072376
QSO,20.25314,20.06969,1.516263
QSO,19.71022,19.48654,2.524939
QSO,20.15491,20.19422,1.552868
GALAXY,20.06533,19.91228,0.1210211
GALAXY,19.81262,19.49405,0
QSO,20.41156,20.14865,2.074044
GALAXY,18.55198,17.71604,0.1530028
GALAXY,19.90416,18.85051,0.2365103
QSO,20.67284,19.96166,0.4437218
GALAXY,19.62364,18.34657,0.1785832
GALAXY,20.11341,19.45686,0
GALAXY,19.98989,18.53754,0
GALAXY,21.16326,19.85005,0.1795987
GALAXY,17.68079,16.73539,0.05318839
GALAXY,18.14799,17.32569,0.05301767
QSO,21.94264,20.92262,7.011245
GALAXY,20.50587,19.67873,0.1248497
GALAXY,18.46799,17.20432,0.1218914
GALAXY,20.77907,19.36982,0.1484322
GALAXY,21.82515,20.60835,0.0001439278
GALAXY,20.57286,19.53914,0.1498839
GALAXY,18.77294,17.69212,0.1147904
GALAXY,20.02155,18.50308,0.1210648
QSO,18.8002,17.99653,6.831409
GALAXY,19.78261,18.3945,0.1206641
GALAXY,21.15069,19.68755,0.3454711
GALAXY,19.88562,17.9311,0.0001810035
QSO,22.28828,20.44892,4.047996
GALAXY,22.35487,20.15486,0.0001765516
QSO,22.26999,20.3874,1.48966
QSO,21.30276,19.80096,6.984716
GALAXY,19.98969,17.93554,0.0001199675
QSO,22.1985,20.30079,4.043373
QSO,20.84488,19.04355,0.9617671
GALAXY,21.58285,19.56374,0.7411852
GALAXY,21.93971,19.84808,0.7065571
QSO,21.55615,19.68527,1.203081
QSO,20.04382,17.27078,2.056964
QSO,20.88148,19.15933,0.7064357
QSO,22.68098,20.41598,0.6590379
GALAXY,22.68098,20.41598,-0.00471335
QSO,21.95995,20.06932,0.1382918
GALAXY,22.0488,20.28623,0.7364672
GALAXY,20.89486,19.45195,0.1193381
GALAXY,21.99896,20.63778,0.2174197
GALAXY,19.11399,29.72628,0.2588234
GALAXY,22.40334,20.29566,0.7438548
QSO,20.18135,18.43173,6.718922
GALAXY,21.19356,20.05411,0.0001295762
GALAXY,21.11861,19.6293,0.1500245
QSO,18.88284,17.97522,5.735778
QSO,19.8461,18.81239,0.7928632
GALAXY,19.22273,18.08179,0.552613
GALAXY,19.07255,18.03511,0.5880927
QSO,22.31549,20.39227,0.4275764
QSO,22.45655,20.53516,3.650513
GALAXY,22.24876,20.42517,0
GALAXY,19.32786,18.33477,0.1334663
GALAXY,19.3609,18.37283,0.1811873
GALAXY,19.51196,18.78702,0.1687725
QSO,21.22627,19.99389,6.955096
GALAXY,22.21052,20.40517,0.4143315
GALAXY,22.21052,20.40517,0.4139616
GALAXY,19.23993,18.00378,0.2954184
GALAXY,20.00359,19.07158,0.1300828
GALAXY,20.82291,19.46522,0.2674835
GALAXY,20.82259,20.11773,0.4209995
GALAXY,20.26696,19.23057,0.2778276
GALAXY,21.45038,20.26191,0.4499487
GALAXY,21.17418,20.09213,0.4878529
GALAXY,20.95796,20.29859,0.2233999
GALAXY,20.38979,19.49212,0.2332882
QSO,22.2751,22.96885,4.074821
GALAXY,18.13332,17.02223,0.1672326
GALAXY,18.13332,17.02223,0.1673057
GALAXY,21.70734,20.3505,0.383596
GALAXY,18.27085,17.52328,0.1580751
GALAXY,21.34586,20.36718,0.4213379
GALAXY,20.51884,19.4523,0.3859071
QSO,20.44061,20.43423,2.658209
GALAXY,22.94585,20.88007,0.5291623
GALAXY,21.41723,20.31244,0.5379593
GALAXY,21.25402,19.92429,0.2785254
GALAXY,21.14479,20.11078,0.541169
GALAXY,20.72855,19.02612,0.3847662
GALAXY,20.72855,19.02612,0.3845737
GALAXY,20.7238,19.68799,0.5934175
GALAXY,21.32412,20.06048,0.482502
GALAXY,21.63126,19.91072,0.530242
GALAXY,21.75178,20.06984,0.5283803
GALAXY,22.28708,20.3799,0.5264196
GALAXY,22.03515,20.56521,0.4755381
GALAXY,21.54995,19.59529,0.5298558
GALAXY,22.60823,20.99547,0.785226
GALAXY,17.27554,16.08183,0.1249595
GALAXY,18.64365,17.60248,0.1238347
GALAXY,18.63432,17.54422,0.1594429
GALAXY,20.27986,18.64444,0.2967149
GALAXY,17.75767,17.09697,0.1030362
GALAXY,24.75781,21.16154,0.7207645
GALAXY,22.18954,20.56002,0.4692371
GALAXY,21.61654,20.41944,0.5210213
GALAXY,21.97988,20.61571,0.5282731
GALAXY,22.44716,20.71485,0.5600804
GALAXY,22.26973,21.05253,0.5749264
GALAXY,21.55273,21.14311,0.5357962
GALAXY,18.11889,17.71273,0.03168992
GALAXY,20.63696,18.93595,0.3460836
GALAXY,22.32995,20.51694,0.5372054
GALAXY,21.64286,19.89763,0.4929038
GALAXY,22.44923,20.64747,0.529414
QSO,21.22868,20.17496,0.5369801
GALAXY,22.30876,20.53703,0.5296986
GALAXY,22.34199,20.56888,0.5373201
GALAXY,21.84072,20.42826,0.5300559
GALAXY,18.69539,17.38634,0.1966688
GALAXY,18.0001,17.72325,0.05201893
GALAXY,18.04484,17.00202,0.08427076
GALAXY,18.38104,17.05457,0.1976712
GALAXY,18.59264,17.50144,0.133372
GALAXY,18.24649,17.72705,0.1083593
GALAXY,17.7549,16.74575,0.1261699
GALAXY,22.11345,20.50056,0.5095395
QSO,21.92742,22.00685,2.687996
QSO,21.55196,20.44976,3.538602
GALAXY,22.2415,20.30316,0.4906186
GALAXY,21.99377,20.44028,0.4962631
GALAXY,21.82929,20.30615,0.5582243
GALAXY,17.27005,16.31175,0.08448324
GALAXY,22.20538,20.28679,0.5300972
GALAXY,17.48631,16.30919,0.129
GALAXY,22.12101,20.6834,0.7285201
GALAXY,15.94364,15.01791,0.05541833
GALAXY,17.93785,16.9217,0.134616
GALAXY,20.8257,19.04713,0.3283622
GALAXY,21.66353,20.43373,0.5776618
GALAXY,20.30889,18.70456,0.328446
GALAXY,22.38281,20.59262,0.4700371
GALAXY,21.71863,20.46978,0.5112514
GALAXY,21.90202,20.39666,0.5487007
GALAXY,20.9359,19.83451,0.5320696
GALAXY,23.39839,21.48766,0.5767118
GALAXY,18.49407,17.14597,0.2036595
GALAXY,20.24589,18.65432,0.3281847
GALAXY,19.02039,17.82339,0.1924056
GALAXY,18.87197,17.59572,0.1907368
GALAXY,22.45045,20.94574,0.5126313
GALAXY,21.86274,20.27696,0.505673
GALAXY,21.64795,20.11395,0.5149844
GALAXY,24.16445,20.80644,0.5948071
GALAXY,19.87655,18.20783,0
GALAXY,18.79302,17.77197,0.2425428
GALAXY,17.84461,16.81379,0.1307517
QSO,20.51232,19.35685,3.70657
QSO,20.51232,19.35685,3.709003
GALAXY,20.03687,18.4917,0.2882546
QSO,20.56307,20.60335,2.199925
GALAXY,22.39484,20.84964,0.6293012
GALAXY,21.61396,20.65925,0.6267083
GALAXY,22.47266,20.47879,0.5284126
GALAXY,21.95815,20.31294,0.6282508
GALAXY,21.87841,20.11321,0.7394162
GALAXY,22.53092,20.6208,0.5921016
GALAXY,18.21288,17.18369,0.1146314
GALAXY,18.21288,17.18369,0.1146387
GALAXY,17.31443,16.69324,0.08430807
GALAXY,18.28393,17.15992,0.1288883
GALAXY,18.28393,17.15992,0.1288318
GALAXY,18.3008,17.27043,0.1324859
QSO,19.41481,18.97125,1.259974
GALAXY,16.67267,15.74967,0.08527959
GALAXY,16.67267,15.74967,0.08527369
GALAXY,19.81909,18.09093,0.381873
GALAXY,21.96289,20.38288,0.6090727
GALAXY,23.41643,20.87733,0.7274675
GALAXY,17.96754,17.27341,0.1255599
GALAXY,18.19883,17.12667,0.1354324
GALAXY,18.58972,17.51699,0.1353162
GALAXY,18.30674,17.48163,0.1336688
GALAXY,18.35937,17.31391,0.1357928
GALAXY,18.35937,17.31391,0.1358207
GALAXY,18.37205,17.63132,0.134286
GALAXY,20.16839,19.48915,0.1905777
GALAXY,21.15389,19.89965,0.5331982
GALAXY,21.13921,19.30723,0.3467726
GALAXY,23.47987,21.07277,0.6316637
GALAXY,15.24315,14.69397,0.005144823
GALAXY,18.46396,17.48967,0.105078
GALAXY,21.76444,20.28003,0.2904212
GALAXY,17.54691,17.12279,0.05128497
GALAXY,17.54691,17.12279,0.05125462
GALAXY,21.47867,20.21262,0.4934685
GALAXY,19.18609,18.61991,0.2122204
GALAXY,20.72492,19.04289,0.3052736
GALAXY,17.51791,17.29324,0.05380891
GALAXY,17.51791,17.29324,0.05377915
GALAXY,18.73335,17.8918,0.05450845
GALAXY,18.73335,17.8918,0.05450143
GALAXY,18.23924,17.54865,0.05651241
GALAXY,17.78945,16.80585,0.0555293
GALAXY,18.33447,17.60456,0.138101
GALAXY,18.33447,17.60456,0.1381044
GALAXY,22.18836,20.32062,0.5451847
GALAXY,16.71429,15.97525,0.0262329
GALAXY,17.96366,17.13169,0.08661384
GALAXY,17.96366,17.13169,0.08673545
GALAXY,18.65397,17.8367,0.05469197
GALAXY,18.19538,17.28642,0.1478484
GALAXY,18.19538,17.28642,0.1478068
GALAXY,17.53261,16.6476,0.08636595
GALAXY,18.23171,17.45774,0.1032942
GALAXY,18.02104,17.29524,0.1300456
GALAXY,17.42883,16.55265,0.1359299
GALAXY,18.2628,17.56636,0.09618618
GALAXY,17.97387,16.89057,0.1303631
QSO,20.64795,20.4353,2.419252
GALAXY,20.91534,19.57549,0.4514724
GALAXY,21.77712,20.09268,0.5011215
GALAXY,21.99988,20.4912,0.5596893
GALAXY,22.17387,20.57746,0.5012071
GALAXY,21.48624,20.09631,0.4990444
GALAXY,22.02999,20.63205,0.6613976
GALAXY,16.37535,16.36297,0.01341123
GALAXY,18.2836,17.25982,0.1289989
GALAXY,18.24928,17.20454,0.1298005
GALAXY,18.24928,17.20454,0.1298707
GALAXY,19.25807,18.84778,0.1896202
GALAXY,19.25807,18.84778,0.1895752
QSO,19.50919,19.2181,2.00288
GALAXY,18.45381,17.4041,0.148065
GALAXY,18.25552,17.39247,0.1305336
GALAXY,18.25552,17.39247,0.1304784
GALAXY,18.6264,17.59906,0.1353926
GALAXY,18.6264,17.59906,0.135429
GALAXY,18.23654,17.16803,0.1360894
GALAXY,18.23654,17.16803,0.1360761
GALAXY,22.01373,20.27148,0.5009329
GALAXY,22.39833,20.95285,0.665167
GALAXY,22.21489,20.56135,0.6288041
QSO,19.63175,18.90242,0.3736303
QSO,19.63175,18.90242,0.3733839
GALAXY,21.33219,19.5061,0.373428
GALAXY,17.65515,16.75698,0.09516
GALAXY,17.65515,16.75698,0.09518179
GALAXY,18.96017,17.73043,0.1625585
GALAXY,18.96017,17.73043,0.1626271
QSO,19.46954,19.09411,1.077903
QSO,19.46954,19.09411,1.077896
GALAXY,20.51053,18.75368,0.337152
GALAXY,21.78958,20.25551,0.497238
GALAXY,22.31588,20.59222,0.5150966
GALAXY,21.89336,20.2285,0.4228865
GALAXY,17.27432,16.64532,0.08182552
GALAXY,17.27432,16.64532,0.08181835
GALAXY,17.94919,17.06682,0.07560726
GALAXY,17.94919,17.06682,0.07564235
GALAXY,17.94919,17.06682,0.07563971
GALAXY,17.7053,17.10296,0.08207286
GALAXY,17.7053,17.10296,0.08204828
GALAXY,17.81679,17.05058,0.07554019
GALAXY,17.81679,17.05058,0.0755471
GALAXY,17.89166,17.12134,0.08195961
GALAXY,17.89166,17.12134,0.08196013
GALAXY,18.32076,17.60765,0.05463815
GALAXY,18.32076,17.60765,0.05460961
GALAXY,18.32076,17.60765,0.05464414
GALAXY,18.02837,17.04071,0.1008499
GALAXY,18.02837,17.04071,0.1008631
GALAXY,18.02837,17.04071,0.1008841
QSO,21.91145,21.73632,0.8943509
GALAXY,21.72885,19.83797,0.4689045
GALAXY,22.2079,20.40443,0.4665704
GALAXY,21.1893,19.52958,0.4675217
QSO,18.4535,17.89016,1.39029
QSO,18.4535,17.89016,1.390081
QSO,18.4535,17.89016,1.391543
GALAXY,18.60919,17.66635,0.1073522
GALAXY,18.60919,17.66635,0.1073095
GALAXY,18.60919,17.66635,0.1073957
GALAXY,17.72673,17.10558,0.08181815
GALAXY,17.72673,17.10558,0.08180794
GALAXY,16.78062,16.12097,0.08142141
GALAXY,16.78062,16.12097,0.08145296
QSO,20.12567,19.49918,1.840736
QSO,20.12567,19.49918,1.841679
QSO,20.12567,19.49918,1.841468
GALAXY,17.80013,17.26208,0.05150722
GALAXY,17.80013,17.26208,0.05151412
GALAXY,17.80013,17.26208,0.05153014
GALAXY,20.94021,19.14472,0.4668523
GALAXY,20.94021,19.14472,0.4667875
GALAXY,21.98814,20.11784,0.4656852
GALAXY,21.68921,19.97418,0.4665028
GALAXY,21.16196,19.82036,0.5038296
GALAXY,22.10003,22.06807,0.502292
GALAXY,23.04816,20.90874,0.5637671
QSO,19.29712,19.00853,1.328408
QSO,19.29712,19.00853,1.327018
GALAXY,17.2028,16.75098,0.05488299
GALAXY,17.2028,16.75098,0.05493034
GALAXY,17.2028,16.75098,0.05493388
GALAXY,17.85412,17.3103,0.05542908
GALAXY,17.85412,17.3103,0.05548007
GALAXY,17.85412,17.3103,0.055442
GALAXY,18.96798,17.54939,0.2296393
GALAXY,18.96798,17.54939,0.2297818
GALAXY,18.96798,17.54939,0.2298237
QSO,21.06436,20.89499,2.196312
QSO,22.02791,22.02366,2.185643
GALAXY,21.95468,20.10067,0.497004
GALAXY,22.28483,20.71204,0.5582801
GALAXY,22.90223,20.49694,0.9894774
GALAXY,18.02261,17.32299,0.08214483
GALAXY,18.02261,17.32299,0.08218509
GALAXY,16.76259,15.86278,0.07547097
GALAXY,16.76259,15.86278,0.07545163
GALAXY,16.76259,15.86278,0.07551912
GALAXY,16.71742,15.87301,0.07492028
GALAXY,16.71742,15.87301,0.07502396
GALAXY,16.71742,15.87301,0.0749653
GALAXY,15.89466,14.94347,0.07544716
GALAXY,15.89466,14.94347,0.07545292
GALAXY,15.89466,14.94347,0.07545102
GALAXY,18.0725,17.23686,0.09256561
GALAXY,18.0725,17.23686,0.09256237
GALAXY,18.0725,17.23686,0.09257895
GALAXY,21.66917,20.59878,0.6562693
GALAXY,21.78032,20.04108,0.5541728
GALAXY,21.55995,20.20486,0.5574173
GALAXY,22.00872,20.41289,0.4689475
GALAXY,22.96235,21.41917,0.6771188
GALAXY,18.02035,17.63211,0.09370029
GALAXY,18.02035,17.63211,0.09368766
GALAXY,18.30337,17.55364,0.1992626
GALAXY,18.30337,17.55364,0.1992645
GALAXY,22.41921,20.8124,0.6420126
QSO,21.84806,21.73537,2.189521
GALAXY,21.86501,20.74959,0.608092
GALAXY,22.42719,21.16959,0.6801307
GALAXY,21.88806,20.57173,0.5350326
GALAXY,22.33756,20.73563,0.5910426
QSO,18.35862,18.15642,1.257657
QSO,18.35862,18.15642,1.257005
QSO,19.83678,19.57589,3.029941
GALAXY,17.03508,16.08877,0.08335616
GALAXY,17.03508,16.08877,0.0833808
GALAXY,18.08054,17.25001,0.08321225
GALAXY,18.08054,17.25001,0.08322639
GALAXY,16.66589,15.75185,0.07503579
GALAXY,16.66589,15.75185,0.0750481
GALAXY,18.23453,16.97543,0.1888753
GALAXY,18.23453,16.97543,0.1888873
GALAXY,18.73721,18.08303,0.0766554
GALAXY,18.73721,18.08303,0.07662496
GALAXY,-9999,-9999,0.1213873
GALAXY,-9999,-9999,0.1214238
GALAXY,22.22028,20.75311,0.5738764
QSO,21.89595,22.27171,2.33916
GALAXY,22.37488,20.4885,0.5857872
GALAXY,18.62022,17.85564,0.1892961
GALAXY,18.62022,17.85564,0.1893128
GALAXY,17.23706,16.31943,0.08012225
GALAXY,17.23706,16.31943,0.08008775
GALAXY,17.75789,16.91805,0.08149272
GALAXY,17.75789,16.91805,0.08148253
GALAXY,17.87099,17.23268,0.08170009
GALAXY,17.87099,17.23268,0.08164672
QSO,20.10708,20.06656,2.269625
GALAXY,20.82408,19.08377,0.3346976
QSO,21.46729,21.57044,2.374589
GALAXY,20.3493,18.58274,0.3679849
GALAXY,20.3493,18.58274,0.3681791
GALAXY,18.36836,17.39151,0.1103512
GALAXY,18.36836,17.39151,0.1103667
GALAXY,18.76474,17.53882,0.1790382
GALAXY,18.76474,17.53882,0.1791475
GALAXY,21.70238,20.11674,0.6454526
GALAXY,21.8939,20.86252,0.7269534
GALAXY,21.37872,20.23423,0.7893062
GALAXY,21.61432,20.47858,0.5398872
GALAXY,22.37852,21.00932,0.6512321
GALAXY,21.64272,19.97255,0.4859816
GALAXY,17.67778,16.75413,0.04605679
GALAXY,17.67778,16.75413,0.04604892
GALAXY,17.65985,16.87191,0.1424197
GALAXY,17.65985,16.87191,0.1423816
GALAXY,18.34631,16.95138,0.1809363
GALAXY,18.34631,16.95138,0.1810196
GALAXY,19.67672,18.22496,0.2907952
QSO,22.25761,20.67591,3.807772
GALAXY,16.89775,16.54618,0.05544404
GALAXY,16.89775,16.54618,0.05541164
GALAXY,17.59617,16.74283,0.05531379
GALAXY,17.59617,16.74283,0.05530245
GALAXY,20.90738,19.57373,0.5292302
GALAXY,21.5232,20.23984,0.5551734
GALAXY,21.68087,20.69381,0.6648378
QSO,18.85914,18.99863,0.5567672
QSO,18.85914,18.99863,0.5571411
GALAXY,24.33343,21.80091,0.6622201
GALAXY,17.74325,17.28668,0.02179704
GALAXY,17.74325,17.28668,0.02179444
GALAXY,15.72415,15.00004,0.04614699
GALAXY,15.72415,15.00004,0.04613728
GALAXY,19.6081,18.15287,0.2605711
GALAXY,22.08722,20.30799,0.5299141
QSO,21.55455,21.51837,2.564704
GALAXY,21.96087,20.2783,0.5293251
GALAXY,22.15808,21.00704,0.7345526
QSO,19.79342,19.29439,1.019992
QSO,19.79342,19.29439,1.020073
GALAXY,15.55591,15.05046,0.0212847
GALAXY,15.55591,15.05046,0.02124054
GALAXY,16.186,15.76987,0.01082213
GALAXY,16.186,15.76987,0.01079305
GALAXY,21.15668,19.36378,0.3773794
GALAXY,21.786,20.58593,0.6681811
GALAXY,17.6634,16.63019,0.1108731
GALAXY,17.6634,16.63019,0.1109076
GALAXY,19.40216,17.9231,0.2374913
GALAXY,19.40048,18.07222,0.2600124
QSO,21.63619,21.45846,2.727867
GALAXY,21.65229,19.9068,0.467277
GALAXY,21.10813,20.06387,0.529406
GALAXY,21.10813,20.06387,0.5290979
GALAXY,21.61757,19.81745,0.6642838
GALAXY,21.61757,19.81745,0.6642092
QSO,21.65511,20.69047,3.776681
GALAXY,22.22602,20.28499,0.5559665
GALAXY,18.23356,17.64304,0.1334156
GALAXY,18.23356,17.64304,0.1334382
GALAXY,18.61398,17.43739,0.1656472
GALAXY,18.61398,17.43739,0.1655472
GALAXY,18.2978,17.7377,0.09430261
GALAXY,18.2978,17.7377,0.09429195
GALAXY,19.36365,18.33954,0.2425427
GALAXY,19.36365,18.33954,0.2425675
GALAXY,19.42513,17.89802,0.2865632
GALAXY,19.42513,17.89802,0.2864223
GALAXY,18.64474,17.93172,0.09981968
GALAXY,20.31289,18.79884,0.2605519
QSO,18.49781,17.75744,0.1575772
GALAXY,22.89913,21.19279,0.5697499
GALAXY,21.97581,20.3707,0.6380986
GALAXY,20.46654,18.64595,0.3259865
GALAXY,20.46654,18.64595,0.3260232
GALAXY,20.46654,18.64595,0.3260221
QSO,18.24496,18.23744,0.7420493
QSO,18.24496,18.23744,0.7436596
QSO,18.40514,18.45986,0.639953
QSO,18.40514,18.45986,0.6399537
QSO,18.40514,18.45986,0.6399958
GALAXY,18.42372,17.79531,0.09924587
GALAXY,18.42372,17.79531,0.09922727
GALAXY,17.92557,17.21765,0.1192427
GALAXY,17.92557,17.21765,0.1191732
GALAXY,20.64114,18.90012,0.4001199
GALAXY,20.64114,18.90012,0.4004022
GALAXY,20.64114,18.90012,0.4002592
GALAXY,20.77247,18.8468,0.3394821
GALAXY,20.77247,18.8468,0.3390335
GALAXY,20.77247,18.8468,0.3389407
GALAXY,22.52731,20.89338,0.6400549
GALAXY,20.8976,19.19702,0.4014932
GALAXY,21.39261,19.59713,0.3993654
GALAXY,21.6778,20.21423,0.6259262
GALAXY,18.3331,17.23282,0.1272755
GALAXY,18.3331,17.23282,0.1271679
GALAXY,20.67512,18.86391,0.3309622
GALAXY,20.67512,18.86391,0.3309743
GALAXY,17.47797,16.70801,0.09381232
GALAXY,17.47797,16.70801,0.09379867
GALAXY,17.91569,17.05495,0.1186054
GALAXY,17.91569,17.05495,0.1185378
GALAXY,17.91569,17.05495,0.1186053
GALAXY,17.85185,16.91006,0.09338007
GALAXY,17.85185,16.91006,0.0934957
GALAXY,20.318,18.81632,0.2231058
GALAXY,20.88608,19.0907,0.4013227
GALAXY,20.88608,19.0907,0.4014675
GALAXY,20.88608,19.0907,0.4012599
GALAXY,21.12499,19.259,0.400453
GALAXY,21.74347,20.52043,0.5889452
GALAXY,18.82566,17.55323,0.1847364
GALAXY,14.81217,13.92549,0.03241294
GALAXY,14.81217,13.92549,0.0323956
GALAXY,14.81217,13.92549,0.03264282
GALAXY,16.69201,15.90087,0.0296281
GALAXY,16.69201,15.90087,0.02961149
GALAXY,16.69201,15.90087,0.02958489
GALAXY,16.19013,15.58531,0.03205156
GALAXY,16.19013,15.58531,0.0320456
GALAXY,21.05598,19.28621,0.4253325
GALAXY,21.05598,19.28621,0.4247817
GALAXY,21.05598,19.28621,0.4250891
GALAXY,22.84756,21.08534,0.5692837
GALAXY,17.34454,16.39126,0.09260095
GALAXY,17.34454,16.39126,0.09268047
GALAXY,17.34454,16.39126,0.09266818
QSO,19.81193,19.8772,1.607802
GALAXY,20.179,18.37702,0.3311035
GALAXY,22.3357,20.4347,0.5047959
GALAXY,21.39538,19.42483,0.4248458
QSO,19.13689,18.82525,1.391346
QSO,19.13689,18.82525,1.392631
QSO,19.13689,18.82525,1.392776
GALAXY,17.59269,16.81209,0.04768648
GALAXY,21.2476,19.39064,0.5143065
GALAXY,18.41441,17.62638,0.1149986
GALAXY,18.14182,17.19399,0.06122266
GALAXY,22.58024,21.2653,0.2812468
GALAXY,21.98907,20.2199,0.5040031
GALAXY,21.98907,20.2199,0.5038164
GALAXY,21.11961,19.30688,0.3311583
GALAXY,21.12107,19.32802,0.5128941
GALAXY,21.12107,19.32802,0.510892
QSO,18.52364,18.36444,2.275345
QSO,18.52364,18.36444,2.275213
QSO,18.52364,18.36444,2.274177
GALAXY,17.41872,16.42492,0.09216274
GALAXY,17.41872,16.42492,0.09211279
QSO,19.12442,18.93239,3.013329
QSO,19.12442,18.93239,3.018703
QSO,19.12442,18.93239,3.015231
GALAXY,18.35581,17.61893,0.09292996
GALAXY,17.11271,16.18075,0.07204974
GALAXY,18.7159,17.9336,0.126282
GALAXY,21.23828,20.49155,0.4474083
GALAXY,21.80432,20.34962,0.4687001
GALAXY,18.6556,17.72286,0.1150142
GALAXY,18.65946,17.82778,0.2094709
GALAXY,18.65946,17.82778,0.2097296
GALAXY,18.05025,17.03318,0.1251168
GALAXY,18.05025,17.03318,0.1250415
GALAXY,19.60414,18.10316,0.235346
QSO,21.85983,21.95989,2.20686
GALAXY,17.67138,17.00866,0.07459775
GALAXY,17.84873,17.56365,0.03729703
GALAXY,17.84873,17.56365,0.03726973
GALAXY,18.21203,17.45795,0.1217074
GALAXY,17.96549,16.87211,0.1193228
GALAXY,17.96549,16.87211,0.1193324
GALAXY,18.17974,17.09685,0.1251765
GALAXY,22.92858,22.22134,0.7665219
GALAXY,22.92858,22.22134,0.766866
GALAXY,19.60754,18.0551,0.2632903
GALAXY,20.61924,18.84027,0.330626
QSO,21.91883,21.82871,2.336425
QSO,21.91883,21.82871,2.334703
GALAXY,22.45205,20.74038,0.6051635
QSO,16.84138,16.36362,0.07210628
QSO,16.84138,16.36362,0.07209635
GALAXY,17.06131,16.18844,0.08774752
GALAXY,17.06131,16.18844,0.08766751
GALAXY,18.74553,17.79967,0.1235753
GALAXY,18.55712,17.90767,0.08777341
GALAXY,22.63694,20.9587,0.5836431
GALAXY,20.87905,19.13481,0.4120812
GALAXY,20.87905,19.13481,0.4120917
GALAXY,20.87942,19.05606,0.3746887
GALAXY,18.52426,17.20237,0.2181159
GALAXY,21.87313,20.16823,0.4395094
GALAXY,22.6759,20.85205,0.5592086
GALAXY,22.6759,20.85205,0.5586537
GALAXY,19.76019,18.10687,0.2870058
GALAXY,19.76019,18.10687,0.2870242
GALAXY,18.70416,17.47275,0.1667779
GALAXY,18.93971,17.59782,0.1726731
GALAXY,18.93971,17.59782,0.1727045
QSO,21.68214,21.50221,2.495624
QSO,21.68214,21.50221,2.495375
GALAXY,22.88396,21.69865,0.7333819
GALAXY,21.37902,20.49687,0.6389267
GALAXY,18.20297,17.22818,0.09749755
GALAXY,18.20297,17.22818,0.0975116
GALAXY,22.28177,20.59205,0.6406914
GALAXY,22.28177,20.59205,0.6408635
GALAXY,21.46884,19.72334,0.4438539
GALAXY,18.34102,17.67983,0.1151132
QSO,20.11606,19.99278,2.118948
GALAXY,18.46271,17.02583,0.2179882
GALAXY,18.46271,17.02583,0.2181433
GALAXY,17.94807,17.08476,0.09152479
GALAXY,19.54088,18.85147,0.2238196
GALAXY,19.54088,18.85147,0.2238138
GALAXY,17.90378,17.45498,0.02611034
QSO,21.87568,20.46554,0.8782295
GALAXY,18.15493,17.10671,0.2166173
GALAXY,18.48795,17.45639,0.1243388
GALAXY,18.4894,17.48193,0.09330552
GALAXY,18.4894,17.48193,0.09329423
GALAXY,17.57565,16.50315,0.1234547
GALAXY,22.23243,20.79983,0.5028191
GALAXY,22.23243,20.79983,0.5028298
GALAXY,19.63142,18.43675,0.1594612
GALAXY,18.40355,17.86094,0.09995612
GALAXY,18.40355,17.86094,0.1000187
GALAXY,22.23429,20.6643,0.5588856
GALAXY,18.21222,17.66532,0.09740049
GALAXY,18.74282,17.65017,0.1042006
GALAXY,18.74282,17.65017,0.1042312
GALAXY,21.39327,19.48843,0.3379629
GALAXY,18.44309,17.38083,0.1602697
GALAXY,18.44309,17.38083,0.1602319
GALAXY,18.15469,17.72592,0.03753852
GALAXY,18.15469,17.72592,0.03750645
GALAXY,18.75089,17.72666,0.1151537
